event_id,start_date,end_date,term,legacy_term,week_code,cycle,weekday,event,category,display_section,audience,priority,is_tbc,source_file,notes
1bdd3742,2027-03-02,2027-03-02,Term 2 2026/27,Lent Term,L8B,B,Tuesday,Year 11 Mock week (end),Mock exams,Academic Key Dates,Y11,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
e7bbe7ad,2027-03-03,2027-03-03,Term 2 2026/27,Lent Term,L8B,B,Wednesday,Year 11 Mock results report open,Mock exams,Academic Key Dates,Y11,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
05b1bca9,2027-03-03,2027-03-03,Term 2 2026/27,Lent Term,L8B,B,Wednesday,"Year 11, 12 & 13 report 3 (Full) opens",Reporting,Academic Key Dates,Y11;Y12;Y13,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
8e3923c0,2027-03-04,2027-03-04,Term 2 2026/27,Lent Term,L8B,B,Thursday,Year 7 PTC 2,Parent Teacher Conference,Academic Key Dates,Y7,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
007ec810,2027-03-09,2027-03-09,Term 2 2026/27,Lent Term,L9A,A,Tuesday,PD Session,Staff training,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
a2fea50b,2027-03-09,2027-03-09,Term 2 2026/27,Lent Term,L9A,A,Tuesday,Yr 7- 10 Interim report 3 closes for class teachers at noon,Reporting,Academic Key Dates,Y7;Y8;Y9;Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
4393486e,2027-03-10,2027-03-10,Term 2 2026/27,Lent Term,L9A,A,Wednesday,Student reflection completion for all year groups,Admin deadline,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
e84f5bf7,2027-03-11,2027-03-11,Term 2 2026/27,Lent Term,L9A,A,Thursday,Completion date for Year 11 Mock papers marking and standardised within the department/faculty,Mock exams,Academic Key Dates,Y11,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
9a2b3480,2027-03-11,2027-03-11,Term 2 2026/27,Lent Term,L9A,A,Thursday,Year 11 Mock results report completed by noon,Mock exams,Academic Key Dates,Y11,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
11e039e4,2027-03-12,2027-03-12,Term 2 2026/27,Lent Term,L9A,A,Friday,HoD/HoF checking of the Yr 7-10 report 3 by noon,Reporting,Academic Key Dates,Y7;Y8;Y9;Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
7f7e6b41,2027-03-12,2027-03-12,Term 2 2026/27,Lent Term,L9A,A,Friday,"Year 11, 12& 13 (Full) report 3 closes for class teachers",Reporting,Academic Key Dates,Y11;Y12;Y13,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
da3ef571,2027-03-12,2027-03-12,Term 2 2026/27,Lent Term,L9A,A,Friday,Yr 7-10 Interim report 3 completion with tutor comments,Reporting,Academic Key Dates,Y7;Y8;Y9;Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
56134f39,2027-03-16,2027-03-16,Term 2 2026/27,Lent Term,L10B,B,Tuesday,"Yr 11, 12& 13 (Full) report 3 completion with tutor comments by noon",Reporting,Academic Key Dates,Y11;Y12;Y13,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
28966c6f,2027-03-17,2027-03-17,Term 2 2026/27,Lent Term,L10B,B,Wednesday,"HoD/HoF checking of the Yr 11, 12 & 13 report 3 & Mock results by noon",Mock exams,Academic Key Dates,Y11;Y12;Y13,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
9055980a,2027-03-17,2027-03-17,Term 2 2026/27,Lent Term,L10B,B,Wednesday,Year 11 Mock results publish to parents,Mock exams,Academic Key Dates,Y11,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
7504ab8d,2027-03-18,2027-03-18,Term 2 2026/27,Lent Term,L10B,B,Thursday,Exeter 7,Exeter,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
4866eba7,2027-03-18,2027-03-18,Term 2 2026/27,Lent Term,L10B,B,Thursday,Power BI data analysis completion,Data / analytics,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
f89e67e2,2027-03-22,2027-03-22,Term 2 2026/27,Lent Term,L11A,A,Monday,SLT/HoY checking completion of Yr 8 Interim Report 3 by noon,Reporting,Academic Key Dates,Y8,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
c5e84408,2027-03-23,2027-03-23,Term 2 2026/27,Lent Term,L11A,A,Tuesday,Year 8 report 3 publish to parents,Reporting,Academic Key Dates,Y8,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
6bfeb673,2027-03-24,2027-03-24,Term 2 2026/27,Lent Term,L11A,A,Wednesday,"SLT/HoY checking completion of Yr 11, 12 & 13 (Full) Report 3 by noon",Reporting,Academic Key Dates,Y11;Y12;Y13,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
3bacfa58,2027-03-24,2027-03-24,Term 2 2026/27,Lent Term,L11A,A,Wednesday,Year 8 PTC,Parent Teacher Conference,Academic Key Dates,Y8,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
fc3ff027,2027-03-25,2027-03-25,Term 2 2026/27,Lent Term,L11A,A,Thursday,"Year 11, 12& 13 (Full) report 3 publish to parents",Reporting,Academic Key Dates,Y11;Y12;Y13,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
95d1c6f6,2027-03-26,2027-03-26,Term 2 2026/27,Lent Term,L11A,A,Friday,"SLT/HoY checking completion of Yr 7, 9, 10 Interim Report 3 by noon",Reporting,Academic Key Dates,Y7,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
06c1f3a3,2027-03-29,2027-03-29,Term 2 2026/27,Lent Term,L12B,B,Monday,"Yr 7, 9, 10 Interim report 3 publish to parents",Reporting,Academic Key Dates,Y7,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
34ebbe3a,2027-04-02,2027-04-02,Term 2 2026/27,Lent Term,L12B,B,Friday,Term end at 12,Term / orientation,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
2596d1aa,2027-04-19,2027-04-19,Term 3 2026/27,Summer Term,S1A,A,Monday,Term start,Term / orientation,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
63461867,2027-04-19,2027-06-30,Term 3 2026/27,Summer Term,,,Monday,Summer Term,Term / orientation,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,Summary term date
73279fa4,2027-04-27,2027-04-27,Term 3 2026/27,Summer Term,S2B,B,Tuesday,New staff lunch time workshop,Staff training,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
828819b9,2027-04-29,2027-04-29,Term 3 2026/27,Summer Term,S2B,B,Thursday,Exeter 8,Exeter,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
9fcf3927,2027-05-03,2027-05-03,Term 3 2026/27,Summer Term,S3A,A,Monday,Bridging the gap work deadline,Admin deadline,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
355403ee,2027-05-04,2027-05-04,Term 3 2026/27,Summer Term,S3A,A,Tuesday,School closed,School holiday,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
38186f62,2027-05-05,2027-05-05,Term 3 2026/27,Summer Term,S3A,A,Wednesday,Year 10 summer exams (start),Internal exams / assessment,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
31d4e96f,2027-05-06,2027-05-07,Term 3 2026/27,Summer Term,S3A,A,,Year 10 summer exams,Internal exams / assessment,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,Aggregated from 2 consecutive daily entries.
8e803188,2027-05-10,2027-05-10,Term 3 2026/27,Summer Term,S4B,B,Monday,Year 10 summer exams,Internal exams / assessment,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
1c394d04,2027-05-11,2027-05-11,Term 3 2026/27,Summer Term,S4B,B,Tuesday,PD Session,Staff training,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
d458b56b,2027-05-11,2027-05-11,Term 3 2026/27,Summer Term,S4B,B,Tuesday,Year 10 summer exams (ends),Internal exams / assessment,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
bf7c5cee,2027-05-12,2027-05-12,Term 3 2026/27,Summer Term,S4B,B,Wednesday,Year 10 (Full) report 4 opens,Reporting,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
e2490be3,2027-05-20,2027-05-20,Term 3 2026/27,Summer Term,S5A,A,Thursday,Exeter 9,Exeter,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
7f8eff21,2027-05-21,2027-05-21,Term 3 2026/27,Summer Term,S5A,A,Friday,Yr13 content begins for year 12 TBC,Academic Key Date,Academic Key Dates,Y12;Y13,normal,TRUE,WCIB Academic Calendar 2026_27 Final(1).docx,
5a9337e7,2027-05-25,2027-05-25,Term 3 2026/27,Summer Term,S6B,B,Tuesday,Year 10 (Full) report 4 closes for class teachers by noon,Reporting,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
35f392ec,2027-05-26,2027-05-26,Term 3 2026/27,Summer Term,S6B,B,Wednesday,Yr 10 Student reflection,Academic Key Date,Academic Key Dates,Y10,normal,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
dc83920a,2027-05-28,2027-05-28,Term 3 2026/27,Summer Term,S6B,B,Friday,HoD/HoF checking of the Yr 10 report 4 by noon,Reporting,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
bedc18ab,2027-05-28,2027-05-28,Term 3 2026/27,Summer Term,S6B,B,Friday,Year 10 (Full) report 4 completion including tutor comments by noon,Reporting,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
87db4a16,2027-05-31,2027-06-02,Term 3 2026/27,Summer Term,S7A,A,,Yr 7-9 Summer exams,Internal exams / assessment,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,Aggregated from 3 consecutive daily entries.
72138ad2,2027-06-03,2027-06-04,Term 3 2026/27,Summer Term,S7A,A,,School closed,School holiday,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,Aggregated from 2 consecutive daily entries.
d4055fd9,2027-06-07,2027-06-07,Term 3 2026/27,Summer Term,S8B,B,Monday,Year 7-9 (Full) report 4 opens,Reporting,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
aecee04b,2027-06-08,2027-06-08,Term 3 2026/27,Summer Term,S8B,B,Tuesday,SLT/HoY checking completion of Yr 10 (Full) Report 4 by noon,Reporting,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
f10f3535,2027-06-09,2027-06-09,Term 3 2026/27,Summer Term,S8B,B,Wednesday,Yr 10 (Full) report 4 publish to parents,Reporting,Academic Key Dates,Y10,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
780051c6,2027-06-10,2027-06-10,Term 3 2026/27,Summer Term,S8B,B,Thursday,Exeter 10,Exeter,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
2db945bf,2027-06-15,2027-06-15,Term 3 2026/27,Summer Term,S9A,A,Tuesday,PD Session,Staff training,Academic Key Dates,All staff / school,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
071ddc1e,2027-06-15,2027-06-15,Term 3 2026/27,Summer Term,S9A,A,Tuesday,Year 7-9 (Full) report 4 closes for class teachers by noon,Reporting,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
b5396da9,2027-06-16,2027-06-16,Term 3 2026/27,Summer Term,S9A,A,Wednesday,Yr 7-9 student reflection,Academic Key Date,Academic Key Dates,Y7;Y8;Y9,normal,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
57b73e4d,2027-06-18,2027-06-18,Term 3 2026/27,Summer Term,S9A,A,Friday,HoD/HoF checking of the Yr 7-9 report 4 by noon,Reporting,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
d6bbbd44,2027-06-18,2027-06-18,Term 3 2026/27,Summer Term,S9A,A,Friday,Year 7-9 (Full) report 4 completion including tutor comments,Reporting,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
1598f18a,2027-06-21,2027-06-22,Term 3 2026/27,Summer Term,S10B,B,,Yr11 into 12 transition days,Options / transition,Academic Key Dates,Y11,medium,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,Aggregated from 2 consecutive daily entries.
b00681c3,2027-06-25,2027-06-25,Term 3 2026/27,Summer Term,S10B,B,Friday,SLT/HoY checking completion of Yr 7-9 (Full) Report 4 by noon,Reporting,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
88bdb218,2027-06-28,2027-06-28,Term 3 2026/27,Summer Term,S11A,A,Monday,Yr 7-9 (Full) report 4 publish to parents,Reporting,Academic Key Dates,Y7;Y8;Y9,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
c69dd6c6,2027-06-30,2027-06-30,Term 3 2026/27,Summer Term,S11A,A,Wednesday,Term end at 12,Term / orientation,Academic Key Dates,All staff / school,high,FALSE,WCIB Academic Calendar 2026_27 Final(1).docx,
400bff62,,,Term 1 2026/27,Michaelmas Term,,,,Open Morning/day,School event,Academic Key Dates,All staff / school,medium,TRUE,WCIB Academic Calendar 2026_27 Final(1).docx,Date TBC
